gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cell	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	enterocyte of epithelium of large intestine	fibroblast	gut endothelial cell	intestinal crypt stem cell of large intestine	intestinal enteroendocrine cell	intestinal tuft cell	large intestine goblet cell	mast cell	monocyte	paneth cell of colon	plasma cell	transit amplifying cell of colon
KITLG	P21583	False	SCF_HUMAN		CPI-SS0A612BCEF	KITLG	0.0	0.001	0.0	0.053	0.334	0.071	0.426	0.0	0.0	0.042	0.0	0.0	0.05	0.0	0.122
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	KLRB1	0.046	0.778	0.546	0.001	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	LAIR1	0.008	0.05	0.044	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCK	P06239	False	LCK_HUMAN		CPI-SC00C58C990	LCK	0.087	0.255	0.396	0.0	0.008	0.0	0.0	0.0	0.0	0.194	0.107	0.0	0.0	0.0	0.0
LCN2	P80188	False	NGAL_HUMAN		CPI-SS0D5A3EC0A	LCN2	0.0	0.012	0.021	0.107	0.0	0.0	0.361	0.0	0.014	0.007	0.0	0.0	0.005	0.0	0.327
MPZL1	O95297	False	MPZL1_HUMAN		CPI-SS09CEEE405	MPZL1	0.016	0.019	0.016	0.077	0.271	0.0	0.705	0.0	0.0	0.007	0.0	0.0	0.031	0.176	0.173
MST1	P26927	False	HGFL_HUMAN		CPI-SS03EACE0E0	MST1	0.0	0.001	0.003	0.111	0.0	0.0	0.098	0.0	0.0	0.028	0.0	0.0	0.067	0.0	0.0
NELL2	Q99435	False	NELL2_HUMAN		CPI-SS02B2C16ED	NELL2	0.0	0.013	0.026	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	PECAM1	0.006	0.002	0.041	0.001	0.0	0.857	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.04	0.0
PPIA	P62937	False	PPIA_HUMAN		CPI-SS0E2453044	PPIA	0.906	0.882	0.873	0.838	0.861	1.0	0.951	0.333	0.014	0.174	1.0	1.0	0.768	0.484	0.929
PROC	P04070	False	PROC_HUMAN		CPI-SS0291D3D2E	PROC	0.0	0.0	0.0	0.022	0.0	0.0	0.033	0.0	0.0	0.292	0.0	0.0	0.002	0.0	0.0
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	PTPRC	0.837	0.948	0.955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0	0.024	0.0
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	PTPRC	0.837	0.948	0.955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0	0.024	0.0
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS096F8C268	PTPRD	0.0	0.005	0.0	0.066	0.039	0.0	0.246	0.0	0.0	0.007	0.0	0.0	0.038	0.0	0.071
CD177	Q8N6Q3	False	CD177_HUMAN		CPI-SS0AB1A3A6D	CD177	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-SC0C33040A3	ACVR1	0.002	0.004	0.001	0.005	0.035	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-SC079BB7A02	ACVR1	0.002	0.004	0.001	0.005	0.035	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-SC063D5B0A1	ACVR1	0.002	0.004	0.001	0.005	0.035	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-SC0F78051B8	ACVR1	0.002	0.004	0.001	0.005	0.035	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-CC0AFC21177	ACVR1	0.002	0.004	0.001	0.005	0.035	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-SC04091C5FD	ACVR1	0.01	0.007	0.001	0.005	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-SC0A978EC39	ACVR1	0.01	0.007	0.001	0.005	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-SC0A9057425	ACVR1	0.01	0.007	0.001	0.005	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-SC0EBF691F3	ACVR1	0.01	0.007	0.001	0.005	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-CC028D7588F	ACVR1	0.01	0.007	0.001	0.005	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-SC0D0822443	ACVR1	0.014	0.007	0.001	0.005	0.084	0.286	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-SC00DF87C38	ACVR1	0.014	0.007	0.001	0.005	0.084	0.286	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-SC04771EF53	ACVR1	0.014	0.007	0.001	0.005	0.084	0.286	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-SC0BD23E626	ACVR1	0.014	0.007	0.001	0.005	0.084	0.286	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	ACVR1	0.014	0.007	0.001	0.005	0.084	0.286	0.016	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.092
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	ACVR1	0.014	0.007	0.001	0.005	0.084	0.286	0.016	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.092
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	ACVR1	0.014	0.007	0.001	0.005	0.084	0.286	0.016	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.092
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-SC0C33040A3	ACVR2A	0.002	0.004	0.001	0.005	0.035	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-SC079BB7A02	ACVR2A	0.002	0.004	0.001	0.005	0.035	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-SC063D5B0A1	ACVR2A	0.002	0.004	0.001	0.005	0.035	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-SC0F78051B8	ACVR2A	0.002	0.004	0.001	0.005	0.035	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-CC0AFC21177	ACVR2A	0.002	0.004	0.001	0.005	0.035	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-SC00C9C81E3	ACVR2A	0.002	0.004	0.004	0.014	0.035	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-CC0288FD89F	ACVR2A	0.002	0.004	0.004	0.014	0.035	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A_receptor	CPI-CC0021FE823	ACVR2A	0.002	0.004	0.001	0.014	0.002	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC0464F1C6E	ACVR2A	0.002	0.001	0.008	0.014	0.035	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC052486D3E	ACVR2A	0.002	0.001	0.008	0.014	0.035	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC09FC5131F	ACVR2A	0.002	0.001	0.008	0.014	0.035	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC0C97FACEA	ACVR2A	0.002	0.001	0.008	0.014	0.035	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC0BACF0481	ACVR2A	0.002	0.001	0.008	0.014	0.035	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC0F5A1D137	ACVR2A	0.002	0.001	0.008	0.014	0.035	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC00694A66B	ACVR2A	0.002	0.001	0.008	0.014	0.035	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC08FDDEC16	ACVR2A	0.002	0.001	0.008	0.014	0.035	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.031
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC05FF723A3	ACVR2A	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC00DB2B867	ACVR2A	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC00CF68ED3	ACVR2A	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC0C676F3BE	ACVR2A	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC0D389E644	ACVR2A	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC0079A1C11	ACVR2A	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC0E5E4119C	ACVR2A	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC0819046AF	ACVR2A	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC001669E22	ACVR2A	0.002	0.004	0.008	0.014	0.035	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.031
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B_receptor	CPI-SC04091C5FD	ACVR2B	0.01	0.007	0.001	0.005	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B_receptor	CPI-SC0A978EC39	ACVR2B	0.01	0.007	0.001	0.005	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B_receptor	CPI-SC0A9057425	ACVR2B	0.01	0.007	0.001	0.005	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B_receptor	CPI-SC0EBF691F3	ACVR2B	0.01	0.007	0.001	0.005	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B_receptor	CPI-CC028D7588F	ACVR2B	0.01	0.007	0.001	0.005	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-SC0A86600AA	ACVR2B	0.01	0.021	0.004	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.01	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-SC0002A7A8F	ACVR2B	0.01	0.021	0.004	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.01	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-CC0E6BCEC26	ACVR2B	0.01	0.021	0.004	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.01	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B_receptor	CPI-CC00485C63D	ACVR2B	0.008	0.007	0.001	0.013	0.002	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.01	0.012	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC04266947A	ACVR2B	0.005	0.001	0.008	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.002	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC01D95B14C	ACVR2B	0.005	0.001	0.008	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.002	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC09E264612	ACVR2B	0.005	0.001	0.008	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.002	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC0D05B755E	ACVR2B	0.005	0.001	0.008	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.002	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC049520B40	ACVR2B	0.005	0.001	0.008	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.002	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC0A6BE23E9	ACVR2B	0.005	0.001	0.008	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.002	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC02B778C0B	ACVR2B	0.005	0.001	0.008	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.002	0.0	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC0FB40175C	ACVR2B	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC01C6EA11C	ACVR2B	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC0D6D4E48B	ACVR2B	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC0F6C8C336	ACVR2B	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC05824EDF4	ACVR2B	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC0722594B0	ACVR2B	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC089058CD0	ACVR2B	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC06C46F1A9	ACVR2B	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	ACVR2B	0.01	0.024	0.016	0.013	0.01	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-SC00C9C81E3	ACVR1B	0.002	0.004	0.004	0.014	0.035	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.031
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CC0288FD89F	ACVR1B	0.002	0.004	0.004	0.014	0.035	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.031
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-SC0A86600AA	ACVR1B	0.01	0.021	0.004	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.01	0.0	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-SC0002A7A8F	ACVR1B	0.01	0.021	0.004	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.01	0.0	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC0E6BCEC26	ACVR1B	0.01	0.021	0.004	0.013	0.01	0.0	0.082	0.0	0.0	0.007	0.0	0.0	0.01	0.0	0.01
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0021FE823	ACVR1C	0.002	0.004	0.001	0.014	0.002	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.031
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC00485C63D	ACVR1C	0.008	0.007	0.001	0.013	0.002	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.01	0.012	0.01
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC0D0822443	BMPR2	0.014	0.007	0.001	0.005	0.084	0.286	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC00DF87C38	BMPR2	0.014	0.007	0.001	0.005	0.084	0.286	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC04771EF53	BMPR2	0.014	0.007	0.001	0.005	0.084	0.286	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC0BD23E626	BMPR2	0.014	0.007	0.001	0.005	0.084	0.286	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC070B9F112	BMPR2	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0915DDE22	BMPR2	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC085698C59	BMPR2	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC00D19A858	BMPR2	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0B1EBCCC6	BMPR2	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC02AFDCE1F	BMPR2	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0B118E8DA	BMPR2	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0A1278CD8	BMPR2	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0C403F032	BMPR2	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC07F8BC578	BMPR2	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC08AB23320	BMPR2	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0DDF53DDB	BMPR2	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0DA028FF9	BMPR2	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0E866CD7F	BMPR2	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC090BF166F	BMPR2	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC039AFE4AD	BMPR2	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCR	P11274	True	BCR_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	BCR	0.036	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRC	P08575	True	PTPRC_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	PTPRC	0.036	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD22	P20273	True	CD22_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	CD22	0.036	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC070B9F112	BMPR1A	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0915DDE22	BMPR1A	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC085698C59	BMPR1A	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC00D19A858	BMPR1A	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0B1EBCCC6	BMPR1A	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC02AFDCE1F	BMPR1A	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0B118E8DA	BMPR1A	0.005	0.001	0.008	0.029	0.071	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
